hisse,fark,adet2,tks2,kurum,donem,yukleme
NETAS,-19919,1565,31783484,TERA,2026_03,2026-04-18 13:53
ENTRA,-20044,411838,369383564,TERA,2026_03,2026-04-18 13:53
ONRYT,-20254,-17031,19730000,TERA,2026_03,2026-04-18 13:53
BIENY,-20277,95254,83144831,TERA,2026_03,2026-04-18 13:53
SEGYO,-21397,214569,203351321,TERA,2026_03,2026-04-18 13:53
VRGYO,-22020,629610,597693904,TERA,2026_03,2026-04-18 13:53
DOAS,-22320,32636,97899975,TERA,2026_03,2026-04-18 13:53
HTTBT,-22540,25948,82805422,TERA,2026_03,2026-04-18 13:53
GLCVY,-24458,43415,26400000,TERA,2026_03,2026-04-18 13:53
AYGAZ,-24677,-22562,98568807,TERA,2026_03,2026-04-18 13:53
MEPET,-25000,1,73940585,TERA,2026_03,2026-04-18 13:53
ULAS,-25129,14425,25200172,TERA,2026_03,2026-04-18 13:53
DOHOL,-26386,13558837,984706978,TERA,2026_03,2026-04-18 13:53
RYSAS,-27554,274729,1504020937,TERA,2026_03,2026-04-18 13:53
SOKE,-31117,20588,126999996,TERA,2026_03,2026-04-18 13:53
VAKFA,-31316,35192,224999701,TERA,2026_03,2026-04-18 13:53
HATEK,-31773,396034,62998947,TERA,2026_03,2026-04-18 13:53
BTCIM,-32274,1589189,4220286921,TERA,2026_03,2026-04-18 13:53
OTKAR,-33377,8003,33417145,TERA,2026_03,2026-04-18 13:53
ZPLIBF,-33886,812,193280000,TERA,2026_03,2026-04-18 13:53
KBORU,-37397,58737,143999994,TERA,2026_03,2026-04-18 13:53
SANEL,-38333,15397,18112451,TERA,2026_03,2026-04-18 13:53
PCILT,-38496,8165,45014182,TERA,2026_03,2026-04-18 13:53
ASGYO,-38793,15756,165000000,TERA,2026_03,2026-04-18 13:53
OYAKC,-38895,121733,4656879379,TERA,2026_03,2026-04-18 13:53
ULKER,-39348,-5704,338855989,TERA,2026_03,2026-04-18 13:53
FENER,-40972,395427,2772321468,TERA,2026_03,2026-04-18 13:53
ALKA,-41981,723912,330750000,TERA,2026_03,2026-04-18 13:53
REEDR,-42979,520152,632419525,TERA,2026_03,2026-04-18 13:53
MAGEN,-45000,327178,719512140,TERA,2026_03,2026-04-18 13:53
BIMAS,-46985,11225,436214016,TERA,2026_03,2026-04-18 13:53
KLSYN,-48287,211392,107854952,TERA,2026_03,2026-04-18 13:53
ULUFA,-50000,594141,305269391,TERA,2026_03,2026-04-18 13:53
ARSAN,-51518,10073,887344281,TERA,2026_03,2026-04-18 13:53
ALKIM,-54209,72323,182767821,TERA,2026_03,2026-04-18 13:53
MERCN,-54767,-510,74389005,TERA,2026_03,2026-04-18 13:53
SERNT,-55248,38678,113000000,TERA,2026_03,2026-04-18 13:53
NUGYO,-56717,99035,324943976,TERA,2026_03,2026-04-18 13:53
GCBFOV,-60005,94958,1084376,TERA,2026_03,2026-04-18 13:53
KLRHO,-60534,692851,341250000,TERA,2026_03,2026-04-18 13:53
BJKAS,-60904,1684585,1776089716,TERA,2026_03,2026-04-18 13:53
ALBRK,-62025,328004,1050739765,TERA,2026_03,2026-04-18 13:53
TNZTP,-62718,58888,87499950,TERA,2026_03,2026-04-18 13:53
KNFRT,-63051,660837,131747000,TERA,2026_03,2026-04-18 13:53
TRHOL,-63130,656756,17583212,TERA,2026_03,2026-04-18 13:53
OZATD,-63845,117572,13349988,TERA,2026_03,2026-04-18 13:53
SOKM,-65927,28750,448708248,TERA,2026_03,2026-04-18 13:53
RYGYO,-67990,198249,770588057,TERA,2026_03,2026-04-18 13:53
AYES,-71150,171754,87622392,TERA,2026_03,2026-04-18 13:53
TRENJ,-71157,-64583,98018735,TERA,2026_03,2026-04-18 13:53
NTHOL,-71457,3117,485479112,TERA,2026_03,2026-04-18 13:53
OSTIM,-74349,791721,510004637,TERA,2026_03,2026-04-18 13:53
KAYSE,-74781,275838,828951998,TERA,2026_03,2026-04-18 13:53
HUNER,-74978,176798,670137933,TERA,2026_03,2026-04-18 13:53
ESEN,-74999,1584237,682499950,TERA,2026_03,2026-04-18 13:53
BIGCH,-86794,31999,368932945,TERA,2026_03,2026-04-18 13:53
SURGY,-95611,40903,44999990,TERA,2026_03,2026-04-18 13:53
NATEN,-98979,5181,309374995,TERA,2026_03,2026-04-18 13:53
ULIFTV,-100000,110000,3835471,TERA,2026_03,2026-04-18 13:53
AKFYE,-103012,44807,551782160,TERA,2026_03,2026-04-18 13:53
EGEPO,-104665,300652,200000000,TERA,2026_03,2026-04-18 13:53
BMSCH,-105333,26560,69277402,TERA,2026_03,2026-04-18 13:53
NETCD,-105471,92918,40000000,TERA,2026_03,2026-04-18 13:53
MAVI,-108720,-70742,576779312,TERA,2026_03,2026-04-18 13:53
EDATA,-112011,738074,160065395,TERA,2026_03,2026-04-18 13:53
AZTEK,-121353,119196,279000000,TERA,2026_03,2026-04-18 13:53
BOBET,-123348,10048,113999998,TERA,2026_03,2026-04-18 13:53
GEREL,-129448,346850,219036379,TERA,2026_03,2026-04-18 13:53
YATAS,-131649,-126991,94866488,TERA,2026_03,2026-04-18 13:53
LRSHO,-144579,1128724,724120946,TERA,2026_03,2026-04-18 13:53
PAPIL,-146362,432683,206247674,TERA,2026_03,2026-04-18 13:53
ASELS,-147179,57102,1178601424,TERA,2026_03,2026-04-18 13:53
MHRGY,-149898,818989,310499991,TERA,2026_03,2026-04-18 13:53
UCAYM,-151771,25368,60000000,TERA,2026_03,2026-04-18 13:53
ESCOM,-153169,115482,465831670,TERA,2026_03,2026-04-18 13:53
TATEN,-169717,1289735,347799724,TERA,2026_03,2026-04-18 13:53
ALARK,-178209,93553,165125148,TERA,2026_03,2026-04-18 13:53
DCTTR,-186761,282488,157328724,TERA,2026_03,2026-04-18 13:53
LKMNH,-200000,-195090,163262533,TERA,2026_03,2026-04-18 13:53
FONET,-204653,-59757,577082984,TERA,2026_03,2026-04-18 13:53
GUBRF,-204893,13962,85403679,TERA,2026_03,2026-04-18 13:53
TRMET,-205687,-228235,174483588,TERA,2026_03,2026-04-18 13:53
ZGYO,-233534,231164,84500000,TERA,2026_03,2026-04-18 13:53
BORLS,-234676,110369,308652686,TERA,2026_03,2026-04-18 13:53
KGYO,-240688,13058,767894934,TERA,2026_03,2026-04-18 13:53
ADGYO,-246316,61214,379654333,TERA,2026_03,2026-04-18 13:53
IMASM,-261596,730519,650600499,TERA,2026_03,2026-04-18 13:53
GRSEL,-265455,335594,29650000,TERA,2026_03,2026-04-18 13:53
KCAER,-268834,505288,496494775,TERA,2026_03,2026-04-18 13:53
ARFYE,-270183,19271,47000000,TERA,2026_03,2026-04-18 13:53
ESCAR,-275924,343854,101933690,TERA,2026_03,2026-04-18 13:53
SANFM,-280293,756595,225029995,TERA,2026_03,2026-04-18 13:53
INFO,-305376,-387088,767463333,TERA,2026_03,2026-04-18 13:53
AGROT,-333946,1114573,879999770,TERA,2026_03,2026-04-18 13:53
BULGS,-340332,180792,72500000,TERA,2026_03,2026-04-18 13:53
TUPRS,-363979,99373,942334139,TERA,2026_03,2026-04-18 13:53
RTALB,-374174,249710,432976722,TERA,2026_03,2026-04-18 13:53
FROTO,-375839,-40910,625119847,TERA,2026_03,2026-04-18 13:53
ALVES,-395496,227868,1159999780,TERA,2026_03,2026-04-18 13:53
TATGD,-399929,2866535,119286243,TERA,2026_03,2026-04-18 13:53
PENTA,-400022,8690,181070136,TERA,2026_03,2026-04-18 13:53
GARAN,-406901,-38588,2454957797,TERA,2026_03,2026-04-18 13:53
MEKAG,-414676,80515789,320319999,TERA,2026_03,2026-04-18 13:53
KRDMD,-422915,251669,780216365,TERA,2026_03,2026-04-18 13:53
ENKAI,-453440,65243,874733059,TERA,2026_03,2026-04-18 13:53
THYAO,-498252,374852,739463453,TERA,2026_03,2026-04-18 13:53
EUREN,-509448,827675,1040132637,TERA,2026_03,2026-04-18 13:53
BRKO,-534324,2049578,138283723,TERA,2026_03,2026-04-18 13:53
CIMSA,-555305,55288,488602363,TERA,2026_03,2026-04-18 13:53
IZFAS,-622664,558102,156001658,TERA,2026_03,2026-04-18 13:53
ALGYO,-623600,1564645,989338262,TERA,2026_03,2026-04-18 13:53
PNSUT,-659817,741555,128323851,TERA,2026_03,2026-04-18 13:53
DENGE,-675154,308712,525284797,TERA,2026_03,2026-04-18 13:53
FORMT,-705577,2859825,1029046010,TERA,2026_03,2026-04-18 13:53
PAHOL,-797734,5000847,3999999979,TERA,2026_03,2026-04-18 13:53
ARZUM,-813623,333380,400949823,TERA,2026_03,2026-04-18 13:53
PETKM,-855227,-905419,1241729843,TERA,2026_03,2026-04-18 13:53
OBAMS,-888879,555730,751078524,TERA,2026_03,2026-04-18 13:53
SAFKR,-914986,248736,140056162,TERA,2026_03,2026-04-18 13:53
RUZYE,-923951,457552,267748491,TERA,2026_03,2026-04-18 13:53
DGNMO,-990000,-944979,327634635,TERA,2026_03,2026-04-18 13:53
PASEU,-1026093,8177617,215295868,TERA,2026_03,2026-04-18 13:53
AKGRT,-1054509,240312,629007625,TERA,2026_03,2026-04-18 13:53
RNPOL,-1101158,1207739,335900000,TERA,2026_03,2026-04-18 13:53
MARMR,-1117033,627024,961218727,TERA,2026_03,2026-04-18 13:53
TKFEN,-1203869,-149858,230848007,TERA,2026_03,2026-04-18 13:53
KRDMA,-1204929,-579300,240300917,TERA,2026_03,2026-04-18 13:53
KATMR,-1398975,1259425,1980989998,TERA,2026_03,2026-04-18 13:53
EKGYO,-1769020,275326,1925107366,TERA,2026_03,2026-04-18 13:53
BINHO,-1919758,446980,488884380,TERA,2026_03,2026-04-18 13:53
KRVGD,-2179500,-2229578,596159766,TERA,2026_03,2026-04-18 13:53
TURSG,-2298348,407947,7907296076,TERA,2026_03,2026-04-18 13:53
GOZDE,-2332290,41711,384991447,TERA,2026_03,2026-04-18 13:53
SKBNK,-2682707,4981087,2498877855,TERA,2026_03,2026-04-18 13:53
EUHOL,-2959866,22046226,142999954,TERA,2026_03,2026-04-18 13:53
TSPOR,-3014977,4616817,3674975174,TERA,2026_03,2026-04-18 13:53
IZENR,-3209797,462716,914537597,TERA,2026_03,2026-04-18 13:53
AKSEN,-3941883,3698289,638545796,TERA,2026_03,2026-04-18 13:53
ODAS,-5461758,296640,1113798031,TERA,2026_03,2026-04-18 13:53
ADESE,-7767084,7261278,4687131701,TERA,2026_03,2026-04-18 13:53
CANTE,-11167052,8517625,8608815636,TERA,2026_03,2026-04-18 13:53
SELVA,-15359173,665468,775687737,TERA,2026_03,2026-04-18 13:53
TEHOL,-15364050,616294237,1967930261,TERA,2026_03,2026-04-18 13:53
GSRAY,-37502474,8750070,10123744690,TERA,2026_03,2026-04-18 13:53
PEKGY,-46494928,274487748,4685173406,TERA,2026_03,2026-04-18 13:53
TERA,-50431578,14602603,240888789,TERA,2026_03,2026-04-18 13:53
ISKPL,-157303312,79137069,724625736,TERA,2026_03,2026-04-18 13:53
LINK,81427338,83464883,747511382,BULLS,2026_03,2026-04-18 13:53
SEGMN,22526572,23963868,80999980,BULLS,2026_03,2026-04-18 13:53
QUAGR,14729621,17243405,1773200000,BULLS,2026_03,2026-04-18 13:53
DMRGD,12588249,61152760,1277294592,BULLS,2026_03,2026-04-18 13:53
ICUGS,11558040,13885298,336250000,BULLS,2026_03,2026-04-18 13:53
ISCTR,11541259,14849146,8880396856,BULLS,2026_03,2026-04-18 13:53
BEGYO,9311598,9481844,290000000,BULLS,2026_03,2026-04-18 13:53
YKBNK,8513296,10037119,4705620952,BULLS,2026_03,2026-04-18 13:53
SASA,8104350,27196548,25700434927,BULLS,2026_03,2026-04-18 13:53
PETKM,6048522,6015836,1241729843,BULLS,2026_03,2026-04-18 13:53
EGEGY,5799215,19551942,69140000,BULLS,2026_03,2026-04-18 13:53
GSRAY,5533745,14620277,10123744690,BULLS,2026_03,2026-04-18 13:53
EKGYO,4970515,1939854,1925107366,BULLS,2026_03,2026-04-18 13:53
MIATK,4706576,30745557,313087979,BULLS,2026_03,2026-04-18 13:53
FENER,4466472,5269526,2772321468,BULLS,2026_03,2026-04-18 13:53
HEKTS,4335513,7216321,3946424637,BULLS,2026_03,2026-04-18 13:53
ESCAR,3853648,4131110,101933690,BULLS,2026_03,2026-04-18 13:53
SERNT,3370160,3631394,113000000,BULLS,2026_03,2026-04-18 13:53
RUZYE,3177743,18129827,267748491,BULLS,2026_03,2026-04-18 13:53
KATMR,3029858,5196539,1980989998,BULLS,2026_03,2026-04-18 13:53
SELVA,2850275,5270495,775687737,BULLS,2026_03,2026-04-18 13:53
KZBGY,2689598,12960076,1959999915,BULLS,2026_03,2026-04-18 13:53
EREGL,2522599,4086860,3554243274,BULLS,2026_03,2026-04-18 13:53
MRGYO,2271810,9285645,2277966226,BULLS,2026_03,2026-04-18 13:53
VKGYO,2173902,3902593,1637203242,BULLS,2026_03,2026-04-18 13:53
PEKGY,2024550,5909381,4685173406,BULLS,2026_03,2026-04-18 13:53
SEKUR,1996243,3069304,131457835,BULLS,2026_03,2026-04-18 13:53
BINHO,1982349,3598957,488884380,BULLS,2026_03,2026-04-18 13:53
AEFES,1955029,1309500,2028860053,BULLS,2026_03,2026-04-18 13:53
NIBAS,1875161,2122212,267767946,BULLS,2026_03,2026-04-18 13:53
ZGYO,1771394,2461628,84500000,BULLS,2026_03,2026-04-18 13:53
IHLGM,1725266,11762555,986078000,BULLS,2026_03,2026-04-18 13:53
KLYPV,1665790,1901476,46334639,BULLS,2026_03,2026-04-18 13:53
ATATR,1600288,3222804,280000000,BULLS,2026_03,2026-04-18 13:53
SVGYO,1580544,1580544,295400000,BULLS,2026_03,2026-04-18 13:53
EUPWR,1285855,1879172,199610525,BULLS,2026_03,2026-04-18 13:53
MARTI,1256837,2133140,1475768116,BULLS,2026_03,2026-04-18 13:53
CONSE,1184028,4000548,377854899,BULLS,2026_03,2026-04-18 13:53
LXGYO,1176708,1176708,118936300,BULLS,2026_03,2026-04-18 13:53
TCELL,1172919,1321755,1622604373,BULLS,2026_03,2026-04-18 13:53
KRDMD,1152611,241310,780216365,BULLS,2026_03,2026-04-18 13:53
INFO,1146025,1597049,767463333,BULLS,2026_03,2026-04-18 13:53
AKSEN,1144880,1210095,638545796,BULLS,2026_03,2026-04-18 13:53
TRALT,1143942,2289625,952269019,BULLS,2026_03,2026-04-18 13:53
VAKBN,1094494,842806,8046896130,BULLS,2026_03,2026-04-18 13:53
BULGS,1032116,6556568,72500000,BULLS,2026_03,2026-04-18 13:53
ZOREN,983923,2495991,2681244194,BULLS,2026_03,2026-04-18 13:53
KCHOL,957785,1358815,674053695,BULLS,2026_03,2026-04-18 13:53
MEKAG,944613,1567672,320319999,BULLS,2026_03,2026-04-18 13:53
MEYSU,920119,2116988,175000000,BULLS,2026_03,2026-04-18 13:53
KONTR,905677,1369990,936038761,BULLS,2026_03,2026-04-18 13:53
BIGTK,898287,16966262,23834373,BULLS,2026_03,2026-04-18 13:53
BORLS,882051,1252959,308652686,BULLS,2026_03,2026-04-18 13:53
TKFEN,876714,812567,230848007,BULLS,2026_03,2026-04-18 13:53
GENKM,791852,791852,124845000,BULLS,2026_03,2026-04-18 13:53
DOHOL,790764,651690,984706978,BULLS,2026_03,2026-04-18 13:53
GRTHO,790201,4762203,36745000,BULLS,2026_03,2026-04-18 13:53
NTGAZ,703914,859557,276000000,BULLS,2026_03,2026-04-18 13:53
CRDFA,690476,1025085,224990570,BULLS,2026_03,2026-04-18 13:53
TUPRS,634422,986610,942334139,BULLS,2026_03,2026-04-18 13:53
RTALB,609896,916369,432976722,BULLS,2026_03,2026-04-18 13:53
ENKAI,574785,506821,874733059,BULLS,2026_03,2026-04-18 13:53
ARZUM,525811,5271742,400949823,BULLS,2026_03,2026-04-18 13:53
ESEN,508241,767909,682499950,BULLS,2026_03,2026-04-18 13:53
TEHOL,503381,4042313,1967930261,BULLS,2026_03,2026-04-18 13:53
ALARK,503243,884204,165125148,BULLS,2026_03,2026-04-18 13:53
FZLGY,494799,543774,398427644,BULLS,2026_03,2026-04-18 13:53
ARFYE,431456,977929,47000000,BULLS,2026_03,2026-04-18 13:53
SOKM,424124,455191,448708248,BULLS,2026_03,2026-04-18 13:53
AKCNS,388568,964697,39359284,BULLS,2026_03,2026-04-18 13:53
DCTTR,374787,1019669,157328724,BULLS,2026_03,2026-04-18 13:53
ALGYO,366581,1116569,989338262,BULLS,2026_03,2026-04-18 13:53
METRO,360476,882486,539989959,BULLS,2026_03,2026-04-18 13:53
FROTO,358917,495238,625119847,BULLS,2026_03,2026-04-18 13:53
DURDO,355398,422727,379703149,BULLS,2026_03,2026-04-18 13:53
AKBNK,313869,922174,3059320211,BULLS,2026_03,2026-04-18 13:53
AKFGY,306937,2749589,3457819313,BULLS,2026_03,2026-04-18 13:53
BIOEN,305179,480310,197983418,BULLS,2026_03,2026-04-18 13:53
INDES,302055,536074,462749767,BULLS,2026_03,2026-04-18 13:53
ENJSA,288486,227838,236209270,BULLS,2026_03,2026-04-18 13:53
MGROS,266827,264945,96563568,BULLS,2026_03,2026-04-18 13:53
PENGD,258175,459485,171069968,BULLS,2026_03,2026-04-18 13:53
SOKE,254476,330356,126999996,BULLS,2026_03,2026-04-18 13:53
VESTL,250811,724974,295447203,BULLS,2026_03,2026-04-18 13:53
KERVN,250500,412738,588346973,BULLS,2026_03,2026-04-18 13:53
OYAKC,245618,948501,4656879379,BULLS,2026_03,2026-04-18 13:53
HDFGS,244329,5437414,956974191,BULLS,2026_03,2026-04-18 13:53
AGHOL,237269,367046,1069828243,BULLS,2026_03,2026-04-18 13:53
HURGZ,226567,470012,220784167,BULLS,2026_03,2026-04-18 13:53
CEMTS,224473,593113,233425986,BULLS,2026_03,2026-04-18 13:53
USAK,221095,534537660,2436064709,BULLS,2026_03,2026-04-18 13:53
GZNMI,215210,224490,40949825,BULLS,2026_03,2026-04-18 13:53
EKSUN,208477,992509,171792833,BULLS,2026_03,2026-04-18 13:53
TRGYO,208309,345651,251573369,BULLS,2026_03,2026-04-18 13:53
YKSLN,199226,848029,197429566,BULLS,2026_03,2026-04-18 13:53
ULUFA,197432,374893,305269391,BULLS,2026_03,2026-04-18 13:53
TATGD,197096,246232,119286243,BULLS,2026_03,2026-04-18 13:53
VESBE,195646,915377,503578676,BULLS,2026_03,2026-04-18 13:53
BJKAS,192181,1037214,1776089716,BULLS,2026_03,2026-04-18 13:53
KBORU,185814,3064570,143999994,BULLS,2026_03,2026-04-18 13:53
OBAMS,181633,6068018,751078524,BULLS,2026_03,2026-04-18 13:53
ZERGY,180309,627174,156799985,BULLS,2026_03,2026-04-18 13:53
ALBRK,175448,1126066,1050739765,BULLS,2026_03,2026-04-18 13:53
ARCLK,173135,395271,170054765,BULLS,2026_03,2026-04-18 13:53
AXSMDV,168877,168877,12800000,BULLS,2026_03,2026-04-18 13:53
GSDDE,166728,286561,106850751,BULLS,2026_03,2026-04-18 13:53
MHRGY,161278,355289,310499991,BULLS,2026_03,2026-04-18 13:53
KTSKR,159731,249084,14691795,BULLS,2026_03,2026-04-18 13:53
ULKER,158861,201147,338855989,BULLS,2026_03,2026-04-18 13:53
FRMPL,157352,231606,39997767,BULLS,2026_03,2026-04-18 13:53
CEMAS,145573,2006277,790994229,BULLS,2026_03,2026-04-18 13:53
CIMSA,144439,462989,488602363,BULLS,2026_03,2026-04-18 13:53
EGEPO,136955,297671,200000000,BULLS,2026_03,2026-04-18 13:53
LIDFA,134482,477043,458180545,BULLS,2026_03,2026-04-18 13:53
TNZTP,132864,260777,87499950,BULLS,2026_03,2026-04-18 13:53
ALKIM,122565,1751627,182767821,BULLS,2026_03,2026-04-18 13:53
EUHOL,121939,1082813,142999954,BULLS,2026_03,2026-04-18 13:53
DURKN,115599,457880,42500000,BULLS,2026_03,2026-04-18 13:53
RALYH,113045,1548839,176370972,BULLS,2026_03,2026-04-18 13:53
LMKDC,112679,536226,155929999,BULLS,2026_03,2026-04-18 13:53
GLRYH,109749,515074,599623814,BULLS,2026_03,2026-04-18 13:53
TTKOM,109625,245520,524999999,BULLS,2026_03,2026-04-18 13:53
MNDTR,104107,2885046,910071938,BULLS,2026_03,2026-04-18 13:53
AKFYE,103815,305194,551782160,BULLS,2026_03,2026-04-18 13:53
POLHO,100863,772233,164140074,BULLS,2026_03,2026-04-18 13:53
MOPAS,95211,124004,57330000,BULLS,2026_03,2026-04-18 13:53
NTHOL,94343,408943,485479112,BULLS,2026_03,2026-04-18 13:53
TURSG,93875,666337,7907296076,BULLS,2026_03,2026-04-18 13:53
BMSCH,93030,204168,69277402,BULLS,2026_03,2026-04-18 13:53
MEGMT,92651,268268,85749986,BULLS,2026_03,2026-04-18 13:53
CEMZY,89978,157344,124119970,BULLS,2026_03,2026-04-18 13:53
SMART,89575,228049,29737499,BULLS,2026_03,2026-04-18 13:53
LIDER,89249,321111,279500000,BULLS,2026_03,2026-04-18 13:53
MCARD,88535,88535,18900000,BULLS,2026_03,2026-04-18 13:53
KAREL,88018,1360934,329659497,BULLS,2026_03,2026-04-18 13:53
TKNSA,87900,225009,100485379,BULLS,2026_03,2026-04-18 13:53
SAFKR,83806,471266,140056162,BULLS,2026_03,2026-04-18 13:53
YESIL,82751,1992380,640699949,BULLS,2026_03,2026-04-18 13:53
AKGRT,80437,326933,629007625,BULLS,2026_03,2026-04-18 13:53
BOSSA,80400,1237888,508724189,BULLS,2026_03,2026-04-18 13:53
EYGYO,79618,414426,362859668,BULLS,2026_03,2026-04-18 13:53
DYOBY,78102,232432,186553687,BULLS,2026_03,2026-04-18 13:53
ICBCT,75951,126180,216761845,BULLS,2026_03,2026-04-18 13:53
TUREX,73121,427945,432000000,BULLS,2026_03,2026-04-18 13:53
PATEK,72268,922806,293081893,BULLS,2026_03,2026-04-18 13:53
BIMAS,71152,75065,436214016,BULLS,2026_03,2026-04-18 13:53
GOKNR,67354,302191,178040711,BULLS,2026_03,2026-04-18 13:53
EMKEL,66722,145072,149999458,BULLS,2026_03,2026-04-18 13:53
BESTE,66112,83829,54578499,BULLS,2026_03,2026-04-18 13:53
KCAER,63673,408203,496494775,BULLS,2026_03,2026-04-18 13:53
TUCLK,61518,981905,263182600,BULLS,2026_03,2026-04-18 13:53
KRTEK,56580,106929,18914650,BULLS,2026_03,2026-04-18 13:53
TOASO,55054,192081,120585077,BULLS,2026_03,2026-04-18 13:53
MOBTL,50818,91747,207999999,BULLS,2026_03,2026-04-18 13:53
DENGE,49962,688943,525284797,BULLS,2026_03,2026-04-18 13:53
LKMNH,49050,1897074,163262533,BULLS,2026_03,2026-04-18 13:53
ALCTL,46616,141760,13543218,BULLS,2026_03,2026-04-18 13:53
DARDL,46463,1183879,1753442695,BULLS,2026_03,2026-04-18 13:53
GOODY,44672,122925,132804473,BULLS,2026_03,2026-04-18 13:53
FRIGO,44335,1178943,263258455,BULLS,2026_03,2026-04-18 13:53
KARSN,44291,359235,827827039,BULLS,2026_03,2026-04-18 13:53
FADE,41402,191309,42347497,BULLS,2026_03,2026-04-18 13:53
IHAAS,40808,67642,56031248,BULLS,2026_03,2026-04-18 13:53
IDGYO,40609,51729,118909256,BULLS,2026_03,2026-04-18 13:53
HOROZ,40277,70093,24599986,BULLS,2026_03,2026-04-18 13:53
ISGYO,39646,66913,531312439,BULLS,2026_03,2026-04-18 13:53
KLNMA,39150,173330,91846864,BULLS,2026_03,2026-04-18 13:53
ISYAT,39149,254489,152245569,BULLS,2026_03,2026-04-18 13:53
MERCN,37375,144914,74389005,BULLS,2026_03,2026-04-18 13:53
SMRTG,37116,357331,664164672,BULLS,2026_03,2026-04-18 13:53
VKFYO,36660,55732,26473700,BULLS,2026_03,2026-04-18 13:53
OSMEN,36650,176730,159162130,BULLS,2026_03,2026-04-18 13:53
ALVES,35406,1208400,1159999780,BULLS,2026_03,2026-04-18 13:53
BLUME,35297,450428,174710134,BULLS,2026_03,2026-04-18 13:53
BURVA,34953,238417,4723271,BULLS,2026_03,2026-04-18 13:53
EUREN,34786,1427272,1040132637,BULLS,2026_03,2026-04-18 13:53
VERTU,34196,71547,22000000,BULLS,2026_03,2026-04-18 13:53
TEZOL,33930,416658,139999972,BULLS,2026_03,2026-04-18 13:53
GLDTRF,32469,12784,47850000,BULLS,2026_03,2026-04-18 13:53
BNTAS,32415,1194008,170624998,BULLS,2026_03,2026-04-18 13:53
CRFSA,31892,193626,18312793,BULLS,2026_03,2026-04-18 13:53
YYLGD,31855,182201,369826200,BULLS,2026_03,2026-04-18 13:53
OZRDN,29961,257068,57107579,BULLS,2026_03,2026-04-18 13:53
ZEDUR,29940,55098,69899991,BULLS,2026_03,2026-04-18 13:53
BORSK,29089,1289844,279999879,BULLS,2026_03,2026-04-18 13:53
BRLSM,28890,251635,108025075,BULLS,2026_03,2026-04-18 13:53
GARAN,28656,27854,2454957797,BULLS,2026_03,2026-04-18 13:53
DESA,28260,364226,171107590,BULLS,2026_03,2026-04-18 13:53
EGPRO,28203,133049,175170570,BULLS,2026_03,2026-04-18 13:53
KAYSE,27733,624866,828951998,BULLS,2026_03,2026-04-18 13:53
SAYAS,27447,66963,42530887,BULLS,2026_03,2026-04-18 13:53
BOBET,27258,276339,113999998,BULLS,2026_03,2026-04-18 13:53
KRGYO,26500,186610,275246747,BULLS,2026_03,2026-04-18 13:53
PASEU,25697,109937,215295868,BULLS,2026_03,2026-04-18 13:53
AFYON,25531,259498,399992258,BULLS,2026_03,2026-04-18 13:53
BRISA,24267,52198,31247472,BULLS,2026_03,2026-04-18 13:53
OZGYO,24106,1561168,490916869,BULLS,2026_03,2026-04-18 13:53
ASGYO,23789,312599,165000000,BULLS,2026_03,2026-04-18 13:53
YUNSA,23489,1107423,202164056,BULLS,2026_03,2026-04-18 13:53
TATEN,22826,311061,347799724,BULLS,2026_03,2026-04-18 13:53
SANEL,22703,29874,18112451,BULLS,2026_03,2026-04-18 13:53
AVTUR,22373,288261,43067999,BULLS,2026_03,2026-04-18 13:53
PINSU,20892,27651,101635846,BULLS,2026_03,2026-04-18 13:53
YEOTK,20852,301587,160933198,BULLS,2026_03,2026-04-18 13:53
OYYAT,20795,33855,91048322,BULLS,2026_03,2026-04-18 13:53
BRKO,20269,1256603,138283723,BULLS,2026_03,2026-04-18 13:53
MRIGMV,20001,40002,1478910,BULLS,2026_03,2026-04-18 13:53
DOAS,19999,48147,97899975,BULLS,2026_03,2026-04-18 13:53
MAKTK,19072,851552,184370066,BULLS,2026_03,2026-04-18 13:53
BIGEN,17853,216767,115500000,BULLS,2026_03,2026-04-18 13:53
BIZIM,17742,20733,27601626,BULLS,2026_03,2026-04-18 13:53
KLSYN,17261,407942,107854952,BULLS,2026_03,2026-04-18 13:53
CUSAN,17221,29915,18500000,BULLS,2026_03,2026-04-18 13:53
CGCAM,17042,138713,42000000,BULLS,2026_03,2026-04-18 13:53
ENERY,16740,85677,2420687469,BULLS,2026_03,2026-04-18 13:53
UCAYM,16447,239103,60000000,BULLS,2026_03,2026-04-18 13:53
YAPRK,16274,13095,88514958,BULLS,2026_03,2026-04-18 13:53
TKSMBV,15900,92333,2362178,BULLS,2026_03,2026-04-18 13:53
GENTS,15397,2515237,749958921,BULLS,2026_03,2026-04-18 13:53
TDGYO,15063,35445,61998213,BULLS,2026_03,2026-04-18 13:53
AXSMBV,14996,14996,1121361,BULLS,2026_03,2026-04-18 13:53
IEYHO,14751,312340,541033797,BULLS,2026_03,2026-04-18 13:53
VKING,14338,17412,30932905,BULLS,2026_03,2026-04-18 13:53
BARMA,14245,44653,78130939,BULLS,2026_03,2026-04-18 13:53
AVPGY,14079,81771,99999990,BULLS,2026_03,2026-04-18 13:53
SNICA,14012,602254,321688855,BULLS,2026_03,2026-04-18 13:53
TRMET,13492,32025,174483588,BULLS,2026_03,2026-04-18 13:53
