hisse,pp_fark,lot_fark,donem,yukleme
EMKEL,0.35,523.429,2026_03_01,2026-04-18 17:29
EMNIS,0.0,0.0,2026_03_01,2026-04-18 17:29
EMPAE,-29.77,,2026_03_01,2026-04-18 17:29
ENDAE,-0.05,-66.941,2026_03_01,2026-04-18 17:29
ALBRK,-1.26,,2026_03_01,2026-04-18 17:29
ALCAR,-0.85,-14.716,2026_03_01,2026-04-18 17:29
ALCTL,0.21,27.256,2026_03_01,2026-04-18 17:29
ENSRI,1.84,,2026_03_01,2026-04-18 17:29
ENTRA,-0.56,,2026_03_01,2026-04-18 17:29
EPLAS,-0.22,-414.777,2026_03_01,2026-04-18 17:29
ERBOS,-0.22,-36.091,2026_03_01,2026-04-18 17:29
ERCB,1.18,463.169,2026_03_01,2026-04-18 17:29
ALFAS,0.52,440.742,2026_03_01,2026-04-18 17:29
ERSU,0.83,265.324,2026_03_01,2026-04-18 17:29
ESCAR,3.59,,2026_03_01,2026-04-18 17:29
ESCOM,-4.3,,2026_03_01,2026-04-18 17:29
ESEN,2.0,,2026_03_01,2026-04-18 17:29
ETILR,0.55,858.725,2026_03_01,2026-04-18 17:29
ETYAT,-0.02,-2.855,2026_03_01,2026-04-18 17:29
EUHOL,0.2,287.941,2026_03_01,2026-04-18 17:29
EUKYO,-0.05,-10.172,2026_03_01,2026-04-18 17:29
ALGYO,0.01,115.737,2026_03_01,2026-04-18 17:29
EUREN,0.0,6.403,2026_03_01,2026-04-18 17:29
EUYO,0.08,17.223,2026_03_01,2026-04-18 17:29
EYGYO,-0.66,,2026_03_01,2026-04-18 17:29
FADE,0.09,39.381,2026_03_01,2026-04-18 17:29
ALKA,-0.11,-365.404,2026_03_01,2026-04-18 17:29
FLAP,0.0,3.321,2026_03_01,2026-04-18 17:29
FMIZP,-0.45,-15.678,2026_03_01,2026-04-18 17:29
FONET,0.71,,2026_03_01,2026-04-18 17:29
FORMT,0.86,,2026_03_01,2026-04-18 17:29
FORTE,1.06,445.997,2026_03_01,2026-04-18 17:29
FRIGO,-0.38,-995.515,2026_03_01,2026-04-18 17:29
FRMPL,0.22,88.674,2026_03_01,2026-04-18 17:29
ALKIM,0.06,104.857,2026_03_01,2026-04-18 17:29
FZLGY,0.21,843.268,2026_03_01,2026-04-18 17:29
ALKLC,0.12,51.589,2026_03_01,2026-04-18 17:29
GARFA,0.15,207.553,2026_03_01,2026-04-18 17:29
GATEG,-0.08,-8.826,2026_03_01,2026-04-18 17:29
GEDIK,0.23,,2026_03_01,2026-04-18 17:29
GEDZA,-0.02,-7.611,2026_03_01,2026-04-18 17:29
RUZYE,0.24,654.612,2026_03_01,2026-04-18 17:29
GENKM,0.01,14.164,2026_03_01,2026-04-18 17:29
GENTS,0.0,10.297,2026_03_01,2026-04-18 17:29
GEREL,-0.03,-62.168,2026_03_01,2026-04-18 17:29
A1CAP,0.0,-16.222,2026_03_01,2026-04-18 17:29
GIPTA,0.97,505.581,2026_03_01,2026-04-18 17:29
GLBMD,0.34,96.215,2026_03_01,2026-04-18 17:29
GLCVY,-2.99,-787.859,2026_03_01,2026-04-18 17:29
ALVES,0.81,,2026_03_01,2026-04-18 17:29
GLRYH,0.11,658.384,2026_03_01,2026-04-18 17:29
GLYHO,0.1,,2026_03_01,2026-04-18 17:29
GMTAS,0.25,756.422,2026_03_01,2026-04-18 17:29
GOKNR,-0.06,-110.438,2026_03_01,2026-04-18 17:29
GOLTS,-0.01,-1.106,2026_03_01,2026-04-18 17:29
GOODY,-0.4,-530.808,2026_03_01,2026-04-18 17:29
GOZDE,0.06,238.443,2026_03_01,2026-04-18 17:29
GRNYO,0.0,4.0,2026_03_01,2026-04-18 17:29
ANELE,0.29,441.8,2026_03_01,2026-04-18 17:29
ANGEN,0.23,197.033,2026_03_01,2026-04-18 17:29
GSDDE,-0.21,-222.163,2026_03_01,2026-04-18 17:29
GSDHO,-0.35,,2026_03_01,2026-04-18 17:29
ANHYT,0.56,488.807,2026_03_01,2026-04-18 17:29
AFYON,0.32,,2026_03_01,2026-04-18 17:29
GUNDG,2.44,463.191,2026_03_01,2026-04-18 17:29
GWIND,-0.04,-72.095,2026_03_01,2026-04-18 17:29
GZNMI,1.29,530.868,2026_03_01,2026-04-18 17:29
ARASE,0.72,361.99,2026_03_01,2026-04-18 17:29
HATEK,0.78,490.853,2026_03_01,2026-04-18 17:29
HATSN,0.49,220.197,2026_03_01,2026-04-18 17:29
HDFGS,1.74,,2026_03_01,2026-04-18 17:29
HEDEF,0.42,,2026_03_01,2026-04-18 17:29
AGESA,-0.17,-60.729,2026_03_01,2026-04-18 17:29
HKTM,0.2,143.399,2026_03_01,2026-04-18 17:29
HLGYO,-0.48,,2026_03_01,2026-04-18 17:29
HOROZ,1.57,385.878,2026_03_01,2026-04-18 17:29
HRKET,-0.4,-94.799,2026_03_01,2026-04-18 17:29
HTTBT,-1.06,-882.435,2026_03_01,2026-04-18 17:29
HUBVC,-0.15,-406.92,2026_03_01,2026-04-18 17:29
HUNER,-0.47,,2026_03_01,2026-04-18 17:29
HURGZ,0.62,,2026_03_01,2026-04-18 17:29
ICBCT,-0.17,-383.208,2026_03_01,2026-04-18 17:29
ICUGS,-0.06,-199.517,2026_03_01,2026-04-18 17:29
IDGYO,0.35,397.963,2026_03_01,2026-04-18 17:29
IEYHO,-0.19,,2026_03_01,2026-04-18 17:29
IHAAS,-0.53,-300.508,2026_03_01,2026-04-18 17:29
IHEVA,-0.03,-100.525,2026_03_01,2026-04-18 17:29
IHGZT,-0.3,,2026_03_01,2026-04-18 17:29
IHLAS,0.47,,2026_03_01,2026-04-18 17:29
IHLGM,0.36,,2026_03_01,2026-04-18 17:29
IHYAY,0.82,,2026_03_01,2026-04-18 17:29
IMASM,0.49,,2026_03_01,2026-04-18 17:29
INDES,-0.19,-881.729,2026_03_01,2026-04-18 17:29
INFO,0.69,,2026_03_01,2026-04-18 17:29
INGRM,0.02,2.963,2026_03_01,2026-04-18 17:29
INTEK,0.0,0.0,2026_03_01,2026-04-18 17:29
INTEM,-1.87,-176.482,2026_03_01,2026-04-18 17:29
INVEO,0.51,,2026_03_01,2026-04-18 17:29
INVES,-0.44,-163.736,2026_03_01,2026-04-18 17:29
ARDYZ,0.14,392.413,2026_03_01,2026-04-18 17:29
ISATR,0.0,0.0,2026_03_01,2026-04-18 17:29
ISBIR,0.0,0.0,2026_03_01,2026-04-18 17:29
ISBTR,0.0,0.0,2026_03_01,2026-04-18 17:29
ARENA,0.1,71.51,2026_03_01,2026-04-18 17:29
ISDMR,-1.68,,2026_03_01,2026-04-18 17:29
ISFIN,0.4,,2026_03_01,2026-04-18 17:29
ISGSY,0.24,114.199,2026_03_01,2026-04-18 17:29
ISGYO,0.42,,2026_03_01,2026-04-18 17:29
ISKPL,0.41,,2026_03_01,2026-04-18 17:29
ISKUR,0.0,0.0,2026_03_01,2026-04-18 17:29
ARFYE,1.19,562.545,2026_03_01,2026-04-18 17:29
ISSEN,-0.21,-230.409,2026_03_01,2026-04-18 17:29
ISYAT,-0.48,-731.075,2026_03_01,2026-04-18 17:29
ARMGD,-0.5,-276.651,2026_03_01,2026-04-18 17:29
IZFAS,0.34,535.448,2026_03_01,2026-04-18 17:29
IZINV,0.04,5.082,2026_03_01,2026-04-18 17:29
IZMDC,-0.07,-450.23,2026_03_01,2026-04-18 17:29
JANTS,0.14,279.336,2026_03_01,2026-04-18 17:29
KAPLM,-0.13,-6.021,2026_03_01,2026-04-18 17:29
KAREL,-0.54,,2026_03_01,2026-04-18 17:29
KARSN,0.57,,2026_03_01,2026-04-18 17:29
KARTN,-0.03,-22.987,2026_03_01,2026-04-18 17:29
KATMR,1.03,,2026_03_01,2026-04-18 17:29
KAYSE,1.24,,2026_03_01,2026-04-18 17:29
KBORU,0.62,896.602,2026_03_01,2026-04-18 17:29
ARSAN,0.18,,2026_03_01,2026-04-18 17:29
ARTMS,-0.26,-63.433,2026_03_01,2026-04-18 17:29
KENT,0.0,5.0,2026_03_01,2026-04-18 17:29
KERVN,0.0,101.0,2026_03_01,2026-04-18 17:29
KFEIN,-0.04,-55.172,2026_03_01,2026-04-18 17:29
KGYO,0.17,,2026_03_01,2026-04-18 17:29
KIMMR,-2.35,,2026_03_01,2026-04-18 17:29
KLGYO,-0.07,-482.046,2026_03_01,2026-04-18 17:29
KLKIM,0.63,861.803,2026_03_01,2026-04-18 17:29
KLMSN,0.24,73.619,2026_03_01,2026-04-18 17:29
KLNMA,-0.01,-8.946,2026_03_01,2026-04-18 17:29
ARZUM,-0.68,,2026_03_01,2026-04-18 17:29
KLSER,-0.02,-27.853,2026_03_01,2026-04-18 17:29
KLSYN,-0.18,-196.383,2026_03_01,2026-04-18 17:29
KLYPV,0.32,147.589,2026_03_01,2026-04-18 17:29
KMPUR,-0.63,-831.979,2026_03_01,2026-04-18 17:29
KNFRT,0.45,593.159,2026_03_01,2026-04-18 17:29
KOCMT,-0.46,,2026_03_01,2026-04-18 17:29
KONKA,-0.22,-203.16,2026_03_01,2026-04-18 17:29
A1YEN,0.26,109.629,2026_03_01,2026-04-18 17:29
KONYA,-0.16,-2.534,2026_03_01,2026-04-18 17:29
KOPOL,0.53,,2026_03_01,2026-04-18 17:29
KORDS,-0.41,-273.129,2026_03_01,2026-04-18 17:29
KOTON,-1.8,,2026_03_01,2026-04-18 17:29
ASGYO,-0.33,-556.401,2026_03_01,2026-04-18 17:29
AGROT,-0.05,-404.132,2026_03_01,2026-04-18 17:29
KRDMA,-0.02,-57.785,2026_03_01,2026-04-18 17:29
KRDMB,-1.8,,2026_03_01,2026-04-18 17:29
ASUZU,0.37,153.244,2026_03_01,2026-04-18 17:29
KRGYO,0.12,336.648,2026_03_01,2026-04-18 17:29
KRONT,0.24,285.214,2026_03_01,2026-04-18 17:29
KRPLS,-2.98,,2026_03_01,2026-04-18 17:29
KRSTL,-1.0,,2026_03_01,2026-04-18 17:29
KRTEK,-0.37,-69.815,2026_03_01,2026-04-18 17:29
KRVGD,0.34,,2026_03_01,2026-04-18 17:29
KSTUR,0.0,-17.0,2026_03_01,2026-04-18 17:29
ATAGY,0.87,395.037,2026_03_01,2026-04-18 17:29
KTSKR,-0.87,-127.368,2026_03_01,2026-04-18 17:29
KUTPO,1.3,136.738,2026_03_01,2026-04-18 17:29
KUVVA,0.0,0.0,2026_03_01,2026-04-18 17:29
ATAKP,0.74,209.71,2026_03_01,2026-04-18 17:29
KZBGY,-0.31,,2026_03_01,2026-04-18 17:29
KZGYO,-0.1,-45.393,2026_03_01,2026-04-18 17:29
LIDER,0.13,375.795,2026_03_01,2026-04-18 17:29
LIDFA,-0.19,-862.183,2026_03_01,2026-04-18 17:29
LILAK,0.5,,2026_03_01,2026-04-18 17:29
LINK,0.62,114.261,2026_03_01,2026-04-18 17:29
LKMNH,-0.13,-215.186,2026_03_01,2026-04-18 17:29
LMKDC,2.27,,2026_03_01,2026-04-18 17:29
LOGO,-0.6,-448.988,2026_03_01,2026-04-18 17:29
LRSHO,1.92,,2026_03_01,2026-04-18 17:29
LUKSK,0.15,41.059,2026_03_01,2026-04-18 17:29
LYDHO,0.26,520.628,2026_03_01,2026-04-18 17:29
LYDYE,0.37,5.206,2026_03_01,2026-04-18 17:29
MAALT,-0.02,-1.129,2026_03_01,2026-04-18 17:29
MACKO,3.22,,2026_03_01,2026-04-18 17:29
ATATP,-1.59,-299.607,2026_03_01,2026-04-18 17:29
MAKIM,-0.08,-36.675,2026_03_01,2026-04-18 17:29
MAKTK,0.2,366.559,2026_03_01,2026-04-18 17:29
MANAS,19.75,,2026_03_01,2026-04-18 17:29
MARBL,-0.65,-424.447,2026_03_01,2026-04-18 17:29
MARKA,0.93,196.805,2026_03_01,2026-04-18 17:29
MARMR,0.74,,2026_03_01,2026-04-18 17:29
MARTI,5.14,,2026_03_01,2026-04-18 17:29
ATATR,-1.68,,2026_03_01,2026-04-18 17:29
MEDTR,-0.67,-165.032,2026_03_01,2026-04-18 17:29
MEGAP,0.0,4.0,2026_03_01,2026-04-18 17:29
MEGMT,-3.21,,2026_03_01,2026-04-18 17:29
MEKAG,0.9,,2026_03_01,2026-04-18 17:29
MEPET,-0.13,-96.923,2026_03_01,2026-04-18 17:29
MERCN,0.4,296.958,2026_03_01,2026-04-18 17:29
MERIT,0.17,572.304,2026_03_01,2026-04-18 17:29
MERKO,0.03,25.436,2026_03_01,2026-04-18 17:29
METRO,0.75,,2026_03_01,2026-04-18 17:29
MEYSU,2.15,,2026_03_01,2026-04-18 17:29
ATEKS,0.0,205.0,2026_03_01,2026-04-18 17:29
MHRGY,-0.31,-979.19,2026_03_01,2026-04-18 17:29
ATLAS,0.0,0.0,2026_03_01,2026-04-18 17:29
MMCAS,0.0,0.0,2026_03_01,2026-04-18 17:29
MNDRS,-0.63,,2026_03_01,2026-04-18 17:29
MNDTR,0.02,122.123,2026_03_01,2026-04-18 17:29
MOBTL,-0.49,,2026_03_01,2026-04-18 17:29
MOGAN,1.74,,2026_03_01,2026-04-18 17:29
MOPAS,1.39,793.112,2026_03_01,2026-04-18 17:29
ATSYH,0.0,0.0,2026_03_01,2026-04-18 17:29
MRGYO,-8.14,,2026_03_01,2026-04-18 17:29
MRSHL,0.04,1.737,2026_03_01,2026-04-18 17:29
MSGYO,0.09,149.431,2026_03_01,2026-04-18 17:29
MTRKS,0.42,185.422,2026_03_01,2026-04-18 17:29
MTRYO,0.0,1.0,2026_03_01,2026-04-18 17:29
MZHLD,0.05,39.151,2026_03_01,2026-04-18 17:29
NATEN,0.1,330.329,2026_03_01,2026-04-18 17:29
NETAS,-0.13,-39.413,2026_03_01,2026-04-18 17:29
NETCD,3.54,,2026_03_01,2026-04-18 17:29
NIBAS,-0.87,,2026_03_01,2026-04-18 17:29
NTGAZ,-0.55,,2026_03_01,2026-04-18 17:29
NTHOL,-0.04,-175.4,2026_03_01,2026-04-18 17:29
NUGYO,0.1,330.888,2026_03_01,2026-04-18 17:29
NUHCM,0.01,4.175,2026_03_01,2026-04-18 17:29
AVGYO,-0.45,-505.786,2026_03_01,2026-04-18 17:29
OBASE,1.54,231.085,2026_03_01,2026-04-18 17:29
AVHOL,0.39,101.86,2026_03_01,2026-04-18 17:29
ODINE,0.5,263.541,2026_03_01,2026-04-18 17:29
OFSYM,0.33,74.284,2026_03_01,2026-04-18 17:29
ONCSM,-0.51,-51.148,2026_03_01,2026-04-18 17:29
ONRYT,-4.51,-890.08,2026_03_01,2026-04-18 17:29
ORCAY,-0.22,-328.842,2026_03_01,2026-04-18 17:29
ORGE,0.39,162.114,2026_03_01,2026-04-18 17:29
ORMA,0.0,0.0,2026_03_01,2026-04-18 17:29
OSMEN,0.42,667.686,2026_03_01,2026-04-18 17:29
OSTIM,0.34,,2026_03_01,2026-04-18 17:29
AVOD,-1.14,,2026_03_01,2026-04-18 17:29
OTTO,-0.72,-42.034,2026_03_01,2026-04-18 17:29
AVPGY,-0.23,-234.796,2026_03_01,2026-04-18 17:29
OYAYO,0.15,30.839,2026_03_01,2026-04-18 17:29
OYLUM,0.48,387.374,2026_03_01,2026-04-18 17:29
OYYAT,-0.18,-168.361,2026_03_01,2026-04-18 17:29
OZATD,1.7,227.434,2026_03_01,2026-04-18 17:29
OZGYO,0.16,794.788,2026_03_01,2026-04-18 17:29
OZKGY,-1.49,,2026_03_01,2026-04-18 17:29
OZRDN,-0.04,-22.774,2026_03_01,2026-04-18 17:29
OZSUB,-2.44,,2026_03_01,2026-04-18 17:29
OZYSR,-0.54,-217.445,2026_03_01,2026-04-18 17:29
PAGYO,-0.09,-49.998,2026_03_01,2026-04-18 17:29
PAHOL,-1.49,,2026_03_01,2026-04-18 17:29
PAMEL,-0.25,-54.759,2026_03_01,2026-04-18 17:29
PAPIL,-0.1,-216.911,2026_03_01,2026-04-18 17:29
PARSN,-0.1,-33.501,2026_03_01,2026-04-18 17:29
AVTUR,-1.23,-533.005,2026_03_01,2026-04-18 17:29
AYCES,2.04,38.783,2026_03_01,2026-04-18 17:29
PCILT,3.83,,2026_03_01,2026-04-18 17:29
TEHOL,-0.83,,2026_03_01,2026-04-18 17:29
PEKGY,-0.06,,2026_03_01,2026-04-18 17:29
PENGD,0.78,,2026_03_01,2026-04-18 17:29
PENTA,-0.14,-246.172,2026_03_01,2026-04-18 17:29
AYDEM,1.55,,2026_03_01,2026-04-18 17:29
PETUN,-0.7,-943.017,2026_03_01,2026-04-18 17:29
AYEN,-0.06,-32.736,2026_03_01,2026-04-18 17:29
PINSU,0.59,605.451,2026_03_01,2026-04-18 17:29
PKART,0.28,31.124,2026_03_01,2026-04-18 17:29
PKENT,-0.27,-62.85,2026_03_01,2026-04-18 17:29
PLTUR,-0.18,-88.645,2026_03_01,2026-04-18 17:29
PNLSN,-1.14,-396.021,2026_03_01,2026-04-18 17:29
PNSUT,-0.11,-133.536,2026_03_01,2026-04-18 17:29
POLHO,0.17,282.686,2026_03_01,2026-04-18 17:29
POLTK,-0.7,-7.82,2026_03_01,2026-04-18 17:29
PRDGS,0.33,370.581,2026_03_01,2026-04-18 17:29
PRKAB,0.02,3.975,2026_03_01,2026-04-18 17:29
PRKME,0.39,209.751,2026_03_01,2026-04-18 17:29
PRZMA,0.38,230.774,2026_03_01,2026-04-18 17:29
PSDTC,0.27,18.151,2026_03_01,2026-04-18 17:29
PSGYO,0.72,,2026_03_01,2026-04-18 17:29
QNBFK,0.0,2.0,2026_03_01,2026-04-18 17:29
QNBTR,0.0,21.0,2026_03_01,2026-04-18 17:29
AYES,0.44,385.219,2026_03_01,2026-04-18 17:29
AYGAZ,-0.84,-828.64,2026_03_01,2026-04-18 17:29
RAYSG,-0.08,-44.168,2026_03_01,2026-04-18 17:29
AZTEK,0.62,,2026_03_01,2026-04-18 17:29
RGYAS,-1.1,,2026_03_01,2026-04-18 17:29
RNPOL,-0.33,,2026_03_01,2026-04-18 17:29
RODRG,-0.3,-48.955,2026_03_01,2026-04-18 17:29
ROYAL,0.0,0.0,2026_03_01,2026-04-18 17:29
RTALB,2.2,,2026_03_01,2026-04-18 17:29
RUBNS,0.22,93.13,2026_03_01,2026-04-18 17:29
RYGYO,0.19,,2026_03_01,2026-04-18 17:29
RYSAS,-0.19,,2026_03_01,2026-04-18 17:29
SAFKR,0.11,150.129,2026_03_01,2026-04-18 17:29
BAGFS,2.88,,2026_03_01,2026-04-18 17:29
SAMAT,-0.19,-193.906,2026_03_01,2026-04-18 17:29
SANEL,0.0,1.0,2026_03_01,2026-04-18 17:29
SANFM,0.99,,2026_03_01,2026-04-18 17:29
SANKO,-0.18,-69.704,2026_03_01,2026-04-18 17:29
SARKY,0.13,,2026_03_01,2026-04-18 17:29
BAHKM,0.31,71.329,2026_03_01,2026-04-18 17:29
SAYAS,0.46,195.474,2026_03_01,2026-04-18 17:29
SDTTR,-1.01,-161.834,2026_03_01,2026-04-18 17:29
SEGMN,1.3,,2026_03_01,2026-04-18 17:29
SEGYO,-4.18,,2026_03_01,2026-04-18 17:29
SEKFK,0.18,111.789,2026_03_01,2026-04-18 17:29
SEKUR,0.55,724.734,2026_03_01,2026-04-18 17:29
SELEC,-0.04,-51.38,2026_03_01,2026-04-18 17:29
SELVA,-5.8,,2026_03_01,2026-04-18 17:29
SERNT,0.39,438.019,2026_03_01,2026-04-18 17:29
SEYKM,0.05,72.634,2026_03_01,2026-04-18 17:29
SILVR,0.28,588.398,2026_03_01,2026-04-18 17:29
BAKAB,-0.07,-22.829,2026_03_01,2026-04-18 17:29
BALAT,0.0,1.0,2026_03_01,2026-04-18 17:29
